name,gongyi,kouwei,shijian,nandu,zhuliao,fuliao,buzhou,less,more,no,tang,reliang,zhifang,text,parsed
苹果脆片,烘焙,甜味,2小时,初中水平,苹果1个;,糖粉15克;,"步骤1:准备材料
步骤2:把苹果切成3毫米厚的薄片，泡在水里15分钟左右
步骤3:码在烤盘上，垫烤布，不要用薄油纸会粘，也可以用烤网
步骤4:烤箱100度烤2小时左右
步骤5:冷却时候撒上一点点糖粉，即可食用
",无,减肥人群;高血脂人群;高血压人群;儿童;,高血糖人群;,11.55克,66.1克,0.1克,苹果1个;苹果脆片,苹果 苹果 
柠檬膏,蒸,酸甜味,一天,未知,柠檬4个;,冰糖适量;红糖一块;,"步骤1:柠檬清洗干净，切成片。
步骤2:柠檬片和冰糖放入炖锅内。
步骤3:放红糖。
步骤4:放入蒸锅，水开后，转小火蒸一天一夜。
",无,减肥人群;高血脂人群;高血压人群;儿童;,高血糖人群;,11.48克,76.6克,1.1克,柠檬4个;柠檬膏,柠檬 柠檬 
炸香蕉,炒,家常味,5分钟,新手尝试,香蕉2根;鸡蛋;,鸡蛋;面包糠;面粉;,"步骤1:香蕉2根，剥皮切两段。
步骤2:裹上面粉。
步骤3:裹满鸡蛋液。
步骤4:裹满面包糠。
步骤5:六成油温时，下锅炸至金黄捞出。
",高血糖人群;减肥人群;高血脂人群;高血压人群;儿童;,无,无,8.54克,59.9克,0.7克,香蕉2根;鸡蛋;炸香蕉,香蕉 鸡蛋 香蕉 
香酥猪肉土豆条,炸,家常味,30分钟,未知,土豆2个;鸡蛋1个;,黑胡椒粉适量;玉米油2茶匙;细盐适量;葱适量;,"步骤1:备好所用食材。
步骤2:土豆去皮切条下黑胡椒粉，细盐，玉米油拌匀。
步骤3:然后将土豆条入空炸锅，用薯条模式炸至土豆熟透。
步骤4:猪肉条里加鸡蛋，淀粉，细盐。
步骤5:先下锅滑炒至熟。
步骤6:将猪肉下空炸锅接着炸干点。
步骤7:加入葱花提香。
步骤8:这样香酥猪肉土豆条完成。
",减肥人群;高血糖人群;高血脂人群;高血压人群;儿童;,无,无,9.38克,127.9克,6.1克,土豆2个;鸡蛋1个;香酥猪肉土豆条,土豆 鸡蛋 猪肉 土豆 
柠檬养乐多,炒,家常味,5分钟,新手尝试,柠檬;青柠;,养乐多;雪碧;冰块;,"步骤1:柠檬切片，青柠对半切开。
步骤2:取一个空杯，放入柠檬片。
步骤3:挤入柠檬汁，青柠汁。
步骤4:放入适量冰块。
步骤5:杯中倒入雪碧，倒入养乐多。
步骤6:放一片柠檬装饰。
",无,减肥人群;高血糖人群;高血脂人群;高血压人群;儿童;,无,2.87克,24.4克,0.8克,柠檬;青柠;柠檬养乐多,柠檬 柠檬 
香蕉奶昔,榨汁,甜味,10分钟,未知,香蕉1个;,牛奶200毫升;,"步骤1:准备食材:香蕉牛奶
步骤2:香蕉切块倒入搅拌杯中
步骤3:倒入牛奶
步骤4:搅拌机工作中
步骤5:一杯香浓的香蕉奶昔可以享用啦
",高血糖人群;,减肥人群;高血脂人群;高血压人群;儿童;,无,8.89克,73.5克,1.7克,香蕉1个;香蕉奶昔,香蕉 香蕉 
炸苹果,炸,甜味,30分钟,初中水平,苹果2个;,植物油适量;白糖适量;淀粉适量;,"步骤1:材料：苹果2个淀粉75克、鸡蛋1个白糖250克、植物油
步骤2:把苹果去皮
步骤3:切块
步骤4:鸡蛋打散，将淀粉鸡蛋一起拌匀
步骤5:把苹果块放进拌好的鸡蛋液里，裹上一层蛋液
步骤6:热锅凉油，下苹果块
步骤7:将苹果块表面炸到黄色捞起沥油
步骤8:锅里加少许油，放入糖
步骤9:小火不停地翻炒，由深黄再到浅咖啡色，把苹果倒入，翻炒让苹果块都裹上糖色即可
",减肥人群;高血脂人群;高血压人群;儿童;,无,高血糖人群;,12.04克,79.4克,1.4克,苹果2个;炸苹果,苹果 苹果 
糖水菠萝,煮,甜味,30分钟,新手尝试,菠萝1个;,白糖150克;食盐适量;,"步骤1:食材：菠萝、糖、食盐
步骤2:将菠萝流水下洗干净切成一口大的块菠萝的硬心也不要丢掉，一起煮好了就软了
步骤3:切好的菠萝放入小盆中，加入清水没过菠萝，加入少许食盐浸泡15分钟
步骤4:泡好的菠萝控干水份
步骤5:放入煮锅，注入清水大火烧沸。
步骤6:烧沸后撇去浮末。
步骤7:小火煮至微微透明即可。
步骤8:盛入碗中，凉透再吃，酸甜可口
",无,高血压人群;减肥人群;高血脂人群;儿童;,高血糖人群;,15.19克,87.3克,0.1克,菠萝1个;糖水菠萝,菠萝 菠萝 
香蕉燕麦饼干,烤,甜味,30分钟,未知,香蕉一根;,燕麦片40克;坚果碎30克;,"步骤1:香蕉去皮切块
步骤2:捣烂
步骤3:加入燕麦片，燕麦片记得用熟的。
步骤4:坚果掰碎再加入
步骤5:所有食材拌匀
步骤6:分5或者10份量
步骤7:勺子压扁
步骤8:烤箱200度烤20分钟
",减肥人群;,高血脂人群;高血压人群;儿童;,高血糖人群;,20.23克,189.6克,7.2克,香蕉一根;香蕉燕麦饼干,香蕉 香蕉 
香蕉松饼,炒,家常味,5分钟,新手尝试,香蕉1个;鸡蛋1个;,牛奶适量;面粉适量;白糖适量;泡打粉3克;蜂蜜10克;,"步骤1:香蕉去皮切段
步骤2:捣成香蕉泥
步骤3:加入面粉
步骤4:加入白糖
步骤5:加入泡打粉
步骤6:打入鸡蛋
步骤7:加入纯牛奶
步骤8:搅拌均匀
步骤9:放过锅中
步骤10:煎至两面金黄即可
步骤11:淋上蜂蜜
",高血糖人群;,减肥人群;高血脂人群;高血压人群;儿童;,无,7.63克,69.2克,1.6克,香蕉1个;鸡蛋1个;香蕉松饼,香蕉 鸡蛋 香蕉 
柠檬薄荷水,泡,酸甜味,10分钟,新手尝试,柠檬半个;薄荷适量;,蜂蜜适量;,"步骤1:将柠檬用盐搓洗干净，必须用盐搓洗哦，这样才能把外层的蜡洗干净
步骤2:将柠檬切薄片备用
步骤3:挤适量的柠檬汁在杯子里备用
步骤4:将一片柠檬用刀切一刀作为装饰用
步骤5:在杯子里倒上冰水，放入适量蜂蜜也可不放
步骤6:放入薄荷叶
步骤7:完成
步骤8:完成
步骤9:完成
",减肥人群;高血脂人群;高血压人群;儿童;,无,高血糖人群;,36.26克,222.1克,1.5克,柠檬半个;薄荷适量;柠檬薄荷水,柠檬 柠檬 
菠萝香蕉饮,榨汁,甜味,5分钟,初中水平,香蕉一根;菠萝1/3个;猕猴桃1个;,紫薯半个;奥利奥2片;,"步骤1:将所有食材准备好。
步骤2:猕猴桃去皮切片，贴在玻璃杯内壁中。
步骤3:菠萝和香蕉去皮后切块。
步骤4:将半根香蕉和菠萝放入料理机中。
步骤5:打成细腻的菠萝香蕉汁。
步骤6:将半个熟紫薯和另外一半香蕉放入料理机中。
步骤7:打成细腻的紫薯香蕉汁。
步骤8:紫薯香蕉汁倒入杯子底部，菠萝香蕉汁用勺子舀入缓慢倒入杯子中。用奥利奥装饰一下。
",高血糖人群;,减肥人群;高血脂人群;高血压人群;儿童;,无,8.4克,49.9克,0.2克,香蕉一根;菠萝1/3个;猕猴桃1个;菠萝香蕉饮,香蕉 菠萝 菠萝 香蕉 
糖渍柠檬,其它工艺,甜味,60分钟,新手尝试,柠檬2个;,白糖3大勺;,"步骤1:准备柠檬
步骤2:洗干净之后用盐使劲的搓表皮洗干净外表
步骤3:柠檬切成薄片
步骤4:干净无水的碗里加点白糖
步骤5:放一片柠檬下去
步骤6:以此类推。全部腌制好柠檬。盖上盖子均匀的摇几下
步骤7:这样就腌制好了。可以放冰箱。吃的时候用来泡水
",减肥人群;,高血脂人群;高血压人群;儿童;,高血糖人群;,31.29克,183.7克,0.5克,柠檬2个;糖渍柠檬,柠檬 柠檬 
香蕉汁,其它工艺,甜味,15分钟,未知,玉米适量;,香蕉1条;,"步骤1:香蕉切片
步骤2:玉米剥好
步骤3:把香蕉玉米放入榨汁机中榨成汁
步骤4:然后拿出来在锅中煮熟就可以了
",减肥人群;,高血脂人群;高血压人群;儿童;,高血糖人群;,15.96克,112克,1.2克,玉米适量;香蕉汁,玉米 香蕉 
香蕉酥,烤,甜味,30分钟,初级入门,香蕉适量;蛋挞皮适量;,蛋液适量;黑芝麻适量;,"步骤1:香蕉去皮切块倒入碗中
步骤2:用擀面杖捣碎成泥
步骤3:蛋挞皮提前解冻，去掉锡纸，放入烤盘
步骤4:取一勺香蕉泥放入蛋挞皮内，对折捏紧
步骤5:抹一层蛋黄液，撒上适量黑芝麻装饰
步骤6:放入烤箱上火200度，下火150度，烤18分钟，烤至表面金黄即可，超级酥脆哦
",减肥人群;高血糖人群;,高血脂人群;高血压人群;儿童;,无,7.35克,100.5克,4.4克,香蕉适量;蛋挞皮适量;香蕉酥,香蕉 香蕉 
拔丝香蕉,拔丝,甜味,5分钟,初级入门,香蕉2根;,油1勺;糖1小勺;鸡蛋1个;淀粉1勺;,"步骤1:准备香蕉
步骤2:将香蕉去皮，切成段
步骤3:鸡蛋分离出蛋清，蛋黄不用
步骤4:将香蕉在蛋清里滚一圈
步骤5:然后放在淀粉里面沾满淀粉
步骤6:全做做好的样子
步骤7:锅内油烧至七成热时放入香蕉
步骤8:香蕉炸至微黄是捞出沥油
步骤9:盘子刷芝麻油
步骤10:锅内放入白糖
步骤11:加入清水
步骤12:大火烧开，将糖搅融化
步骤13:气泡变小后转小火继续炒
步骤14:气泡消失颜色变为琥珀色时关火
步骤15:立刻将香蕉倒入锅内，让香蕉均匀裹满糖液，然后盛出到刷油的盘中即可
",高血糖人群;,减肥人群;高血脂人群;高血压人群;儿童;,无,9.1克,54.9克,0.1克,香蕉2根;拔丝香蕉,香蕉 香蕉 
内蒙牛肉干,炸,咸鲜味,30分钟,高级厨师,牛肉500克;,洋葱150克;盐适量;鸡粉1小勺;黑胡椒1小勺;,"步骤1:牛后腿肉最好
步骤2:先把肉切片，在切成条。不要太粗，将近1厘米见方
步骤3:洋葱切碎
步骤4:洋葱放入肉条中
步骤5:一勺家乐鸡粉
步骤6:加盐
步骤7:加黑胡椒
步骤8:用手抓捏拌匀
步骤9:拍平，腌渍半小时
步骤10:我比较喜欢嫩一点的肉条，所以这里加了半个鸡蛋液，1汤勺面粉和1汤勺淀粉如果喜欢吃有嚼劲儿的肉，这步骤省略，直接跳到12步
步骤11:再次拌匀
步骤12:炒锅烧热放油，油5分热时候放入肉条，一根根放
步骤13:大火炸，翻动炸熟即可
",高血脂人群;减肥人群;高血压人群;高血糖人群;儿童;,无,无,1.4克,123.8克,4.2克,牛肉500克;内蒙牛肉干,牛肉 牛肉 
果蔬汁,榨汁,甜味,10分钟,新手尝试,苹果一个;西红柿1个;胡萝卜一根;,草莓4颗;,"步骤1:将所有主食材准备好。
步骤2:草莓洗干净去蒂，胡萝卜去皮切片，苹果去皮切块，西红柿带皮切块，另外准备少许柠檬。
步骤3:将所有食材放入汉美驰破壁料理机中，加入适量清水。水的用量可根据自己的喜好来定，喜欢稠一点水少一些，喜欢稀一点水就要多放一点。
步骤4:接通电源，启动汉美驰破壁机的果蔬功能。一瞬间就能将果蔬汁打得非常细腻，杯壁上没有残留的果渣。
步骤5:一瞬间就能将果蔬汁打得非常细腻，杯壁上没有残留的果渣。喜欢甜度高一点的可以加少许蜂蜜调味，将打好的果蔬汁装入杯中美美的享用吧。
",高血糖人群;,高血压人群;减肥人群;高血脂人群;儿童;,无,5.18克,27.4克,0.2克,苹果一个;西红柿1个;胡萝卜一根;果蔬汁,苹果 番茄 胡萝卜 
炸土豆条,炸,家常味,10分钟,初级入门,土豆1个;,植物油适量;番茄酱5克;,"步骤1:土豆一个去皮
步骤2:切成条形，泡在清水中去土豆淀粉
步骤3:再反复清洗几次，擦去多余水分
步骤4:锅中放植物油，多一点油，烧热后放土豆条炸
步骤5:炸至金黄后捞出，烧热油温再炸一次，更酥脆
步骤6:炸好后捞出沥油
",高血脂人群;减肥人群;高血压人群;儿童;,无,高血糖人群;,10.78克,143.9克,8.5克,土豆1个;炸土豆条,土豆 土豆 
菠萝水果卷,烤,酸甜味,数小时,初级入门,菠萝1个;,细砂糖125克;,"步骤1:菠萝去皮洗净
步骤2:将菠萝切成块状
步骤3:用淡盐水泡10分钟
步骤4:将菠萝捞起沥干水份，放入料理机打成果泥
步骤5:打好的果泥倒入面包桶内
步骤6:加入细砂糖
步骤7:启动面包机的果酱功能，时间设为1小时
步骤8:将炒好的果泥倒入不粘烤盘内，不用垫油纸，直接倒入烤盘
步骤9:用刮板把果泥刮平
步骤10:烤箱预热100度，再将果泥放入烤箱低温烘烤
步骤11:烘烤至果泥干身，放凉后直接能揭开
步骤12:然后用剪刀或者刀子切成条状
步骤13:最后卷起即可食用
",无,减肥人群;高血脂人群;高血压人群;儿童;,高血糖人群;,13.93克,79.9克,0.1克,菠萝1个;菠萝水果卷,菠萝 菠萝 
柠檬狼牙土豆,拌,其它口味,30分钟,中级掌勺,大土豆1个;,柠檬汁适量;盐1小勺;香菜1把;红油2汤勺;大蒜4瓣;,"步骤1:大土豆去皮洗干净
步骤2:土豆用工具切成小段
步骤3:香菜切小段，大蒜切末状
步骤4:烧开水，放入土豆煮4分钟左右，不要煮久了，拌的时候就会断，用筷子轻轻扎一下，能扎透就可以喽。捞出马上用凉开水过凉
步骤5:过凉后控去水分备好
步骤6:放入香菜，盐，蒜，红油拌匀，我用的现成的红油，用辣椒现炸的更好吃哦
步骤7:拌匀后静止2分钟，在挤入约2汤勺的柠檬汁拌匀
步骤8:不放醋，放柠檬汁，太好吃了
",无,减肥人群;高血脂人群;高血压人群;儿童;,高血糖人群;,11.69克,74.3克,0.2克,大土豆1个;柠檬狼牙土豆,土豆 柠檬 土豆 
胡萝卜汁,榨汁,甜味,5分钟,未知,胡萝卜半根;,白糖三小勺;,"步骤1:胡萝卜去皮，洗净备用
步骤2:白糖放入碗里
步骤3:把胡萝卜汁放入榨汁杯里
步骤4:盖上盖，插上电源
步骤5:榨好的胡萝卜汁
步骤6:做好的胡萝卜汁
",无,减肥人群;高血脂人群;高血压人群;儿童;,高血糖人群;,17.99克,96.8克,0.2克,胡萝卜半根;胡萝卜汁,胡萝卜 
沙司土豆,烧,酸甜味,30分钟,中级掌勺,土豆3个;,黄油10g;盐半勺;番茄沙司10g;,"步骤1:材料备好。
步骤2:土豆洗净去皮切块。
步骤3:黄油隔水融化。
步骤4:烤盘铺上锡纸。倒上切好的土豆。然后加入融化的黄油拌均匀。
步骤5:烤箱预热200度5分钟。放入烤箱上下火180度烤20分钟。然后稍微翻个面160度烤10分钟。
步骤6:烤好的土豆拿出来撒上细盐。
步骤7:挤上番茄沙司即可。
",减肥人群;,高血脂人群;高血压人群;儿童;,高血糖人群;,11.34克,122.5克,5.9克,土豆3个;沙司土豆,土豆 土豆 
胡萝卜溶豆,炒,家常味,5分钟,新手尝试,胡萝卜;奶粉;鸡蛋;,无;,"步骤1:胡萝卜切片，用搅拌机打成汁。
步骤2:过筛滤渣。
步骤3:只留下蛋黄，用打蛋器搅拌至变浅。
步骤4:倒入奶粉，胡萝卜汁，搅拌均匀。
步骤5:装进裱花袋，挤入锅中。
步骤6:锅底不直接接触火，小火慢煎，用盖焖一下，铲一下即可。
",减肥人群;,高血脂人群;高血压人群;儿童;,高血糖人群;,12.18克,173.1克,7.7克,胡萝卜;奶粉;鸡蛋;胡萝卜溶豆,胡萝卜 鸡蛋 胡萝卜 
柠檬糖浆,煮,酸甜味,30分钟,新手尝试,柠檬2个;水适量;,糖适量;,"步骤1:备材料，柠檬切片
步骤2:用一小锅，加入柠檬片与水
步骤3:煮沸后加糖
步骤4:待水份收至半碗，关火晾凉,用瓶子装好，放冰箱冷藏，随时食用
",高血糖人群;,减肥人群;高血脂人群;高血压人群;儿童;,无,6.16克,39克,0.4克,柠檬2个;水适量;柠檬糖浆,柠檬 柠檬 
香蕉派,炒,家常味,5分钟,新手尝试,香蕉适量;面皮适量;,油10克;,"步骤1:香蕉压成泥，放入面皮中，压实边缘。
步骤2:锅中倒油，均匀摊开，放入锅中小火煎，翻面至金黄色，出锅。
",高血糖人群;,减肥人群;高血脂人群;高血压人群;儿童;,无,9.1克,54.9克,0.1克,香蕉适量;面皮适量;香蕉派,香蕉 香蕉 
苹果酱,炒,果味,60分钟,初中水平,苹果四个;柠檬半个;,白糖40克;清水200克;,"步骤1:四个大苹果准备好
步骤2:一个柠檬准备好
步骤3:将苹果洗净，去皮去核，切成小块，入料理杯中，加入200克清水
步骤4:打成果糊
步骤5:将果糊倒入面包桶中
步骤6:选择“花式果酱”程序，一个程序自定1小时5分钟，我用了两个程序
步骤7:离剩余时间20分钟时，柠檬一分为二，挤半个柠檬汁入果酱中，根据口味加入适量白糖
步骤8:苹果酱熬好了，用面包机真是省时省力
步骤9:苹果酱可以趁热放入无油无水的干净瓶子中，如果想长时间保存，需将瓶子及盖子用热水煮过，装满果酱后瓶子倒扣，使瓶中果酱处于真空状态。如果短时间内食用完，放在干净器皿中，冰箱中冷藏保存
",高血糖人群;,减肥人群;高血脂人群;高血压人群;儿童;,无,7.07克,40.5克,0.2克,苹果四个;柠檬半个;苹果酱,苹果 柠檬 
脆皮香蕉,炸,其它口味,10分钟,新手尝试,香蕉3根;,鸡蛋液适量;玉米淀粉适量;面包糠适量;,"步骤1:香蕉对半切开
步骤2:先裹一层玉米淀粉
步骤3:然后裹一层蛋液
步骤4:最后裹上面包糠
步骤5:七成油温下锅炸
步骤6:注意火不用太大
步骤7:炸至金黄即可出锅
",减肥人群;高血脂人群;高血压人群;儿童;,无,高血糖人群;,15.68克,96克,0.2克,香蕉3根;脆皮香蕉,香蕉 香蕉 
胡萝卜香蕉泥,炒,家常味,5分钟,新手尝试,香蕉;胡萝卜;,核桃油;,"步骤1:准备香蕉，胡萝卜，核桃油。
步骤2:胡萝卜去皮切块，蒸熟。
步骤3:和香蕉放一块，倒入温水打成泥。
步骤4:滴两滴核桃油，补脑，六个月就业加油了。
",高血糖人群;,减肥人群;高血压人群;高血脂人群;儿童;,无,8.26克,47.8克,0.1克,香蕉;胡萝卜;胡萝卜香蕉泥,香蕉 胡萝卜 胡萝卜 香蕉 
菠萝果酱,其它工艺,酸甜味,30分钟,初中水平,菠萝500克;,冰糖200克;盐2克;,"步骤1:菠萝洗净。
步骤2:菠萝切丁。
步骤3:煮锅里放盐，菠萝丁，冰糖，适量水，开火煮制。
步骤4:煮至冰糖融化，汤汁快干时放入破壁机。
步骤5:选择酱料功能。打至菠萝细腻粘稠即可关机。
步骤6:打好的菠萝酱倒入煮锅中，小火加热。
步骤7:边加热边搅拌，防止糊锅。
步骤8:煮至粘稠后即可趁热装入开水烫过的玻璃瓶中，盖盖倒扣至凉。这种方法适合长期保存。
步骤9:酸酸甜甜菠萝酱。
",减肥人群;,高血压人群;高血脂人群;儿童;,高血糖人群;,23.45克,134.4克,0克,菠萝500克;菠萝果酱,菠萝 菠萝 
